Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Author age (time of writing);Posthumous;Publication statement
HU00977;Móra, Ferenc;Rab ember fiai;1910;1910;;texts/HU00977.xml;21678;Hungarian;https://viaf.org/viaf/73857588;male;1879;1934;short;1900-1920;ELTeC-hun;1910;1999-08-02;1974;Magyar Elektronikus Könyvtárért Egyesület;;;;high;31;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU01009;Petőfi, Sándor;A hóhér kötele;1846;1846;;texts/HU01009.xml;25762;Hungarian;https://viaf.org/viaf/59087691;male;1823;1849;short;1840-1859;ELTeC-hun;1846;1998-08-31;1993;Magyar Elektronikus Könyvtárért Egyesület;;;;high;23;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU01115;Vas, Gereben;Egy alispán : Magyar korrajz;1858;1858;;texts/HU01115.xml;90713;Hungarian;https://viaf.org/viaf/36952007;male;1823;1868;medium;1840-1859;ELTeC-hun;1858;2003-05-24;1886;Magyar Elektronikus Könyvtárért Egyesület;;;;low;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU01116;Vas, Gereben;Nagy idők, nagy emberek;1856;1856;;texts/HU01116.xml;109239;Hungarian;https://viaf.org/viaf/36952007;male;1823;1868;long;1840-1859;ELTeC-hun;1856;2003-03-01;1886;Magyar Elektronikus Könyvtárért Egyesület;;;;low;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU02028;Kaffka, Margit;Színek és évek;1911;1911;;texts/HU02028.xml;62913;Hungarian;https://viaf.org/viaf/19708135;female;1880;1918;medium;1900-1920;ELTeC-hun;1911;2004-08-19;1999;Magyar Elektronikus Könyvtárért Egyesület;;;;high;31;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU02143;Vas, Gereben;A pörös atyafiak;1860;1860;;texts/HU02143.xml;70428;Hungarian;https://viaf.org/viaf/36952007;male;1823;1868;medium;1860-1879;ELTeC-hun;1860;2004-10-18;1891;Magyar Elektronikus Könyvtárért Egyesület;;;;low;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU02204;Jókai, Mór;A kétszarvú ember;1852;1852;;texts/HU02204.xml;32893;Hungarian;https://viaf.org/viaf/59084200;male;1825;1904;short;1840-1859;ELTeC-hun;1852;2004-11-19;1973;Magyar Elektronikus Könyvtárért Egyesület;;;;high;27;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU03130;Eötvös, József;A karthauzi;1842;1842;;texts/HU03130.xml;127812;Hungarian;https://viaf.org/viaf/64044769;male;1813;1871;long;1840-1859;ELTeC-hun;1842;2005-09-21;1911;Magyar Elektronikus Könyvtárért Egyesület;;;;high;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU04774;Eötvös, József;Magyarország 1514-ben;1847;1847;;texts/HU04774.xml;201018;Hungarian;https://viaf.org/viaf/64044769;male;1813;1871;long;1840-1859;ELTeC-hun;1847;2007-04-26;1972;Magyar Elektronikus Könyvtárért Egyesület;;;;high;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU05060;Móricz, Zsigmond;Sárarany;1911;1911;;texts/HU05060.xml;50806;Hungarian;https://viaf.org/viaf/22179627;male;1879;1942;medium;1900-1920;ELTeC-hun;1911;2007-07-25;1975;Magyar Elektronikus Könyvtárért Egyesület;;;;high;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU05286;Ambrus, Zoltán;Midas király;1906;1906;;texts/HU05286.xml;143418;Hungarian;https://viaf.org/viaf/49239294;male;1861;1932;long;1900-1920;ELTeC-hun;1906;2007-10-09;1967;Magyar Elektronikus Könyvtárért Egyesület;;;;high;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU05572;Jókai, Mór;Egy magyar nábob;1854;1854;;texts/HU05572.xml;139820;Hungarian;https://viaf.org/viaf/59084200;male;1825;1904;long;1840-1859;ELTeC-hun;1854;2008-01-08;1962;Magyar Elektronikus Könyvtárért Egyesület;;;;high;29;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU05573;Jókai, Mór;És mégis mozog a föld;1873;1873;;texts/HU05573.xml;285818;Hungarian;https://viaf.org/viaf/59084200;male;1825;1904;long;1860-1879;ELTeC-hun;1873;2008-01-09;1965;Magyar Elektronikus Könyvtárért Egyesület;;;;high;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU05620;Kemény, Zsigmond;Zord idő;1862;1862;;texts/HU05620.xml;121526;Hungarian;https://viaf.org/viaf/54141095;male;1814;1875;long;1860-1879;ELTeC-hun;1862;2008-01-31;1936;Magyar Elektronikus Könyvtárért Egyesület;;;;high;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU05964;Cholnoky, László;Piroska;1919;1919;;texts/HU05964.xml;166120;Hungarian;;male;1879;1929;long;1900-1920;ELTeC-hun;1919;2008-05-19;2000;Magyar Elektronikus Könyvtárért Egyesület;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU06784;Rákosi, Viktor;Korhadt fakeresztek : képek a magyar szabadságról;1899;1899;;texts/HU06784.xml;34574;Hungarian;https://viaf.org/viaf/58030320;male;1860;1923;short;1880-1899;ELTeC-hun;1899;2009-03-03;1989;Magyar Elektronikus Könyvtárért Egyesület;;;;high;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU06982;Gárdonyi, Géza;A lámpás;1895;1895;;texts/HU06982.xml;14590;Hungarian;https://viaf.org/viaf/24643507;male;1863;1922;short;1880-1899;ELTeC-hun;1895;2009-04-23;1957;Magyar Elektronikus Könyvtárért Egyesület;;;;high;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07119;Cholnoky, Viktor;Kaleidoszkop;1913;1913;;texts/HU07119.xml;48819;Hungarian;;male;1868;1912;short;1900-1920;ELTeC-hun;1913;2009-06-08;1914;Magyar Elektronikus Könyvtárért Egyesület;;;;low;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07551;Nagy, Ignác;Magyar titkok;1845;1845;;texts/HU07551.xml;199822;Hungarian;https://viaf.org/viaf/121393539;male;1810;1854;long;1840-1859;ELTeC-hun;1845;2009-11-04;1908;Magyar Elektronikus Könyvtárért Egyesület;;;;low;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07552;Kuthy, Lajos;Hazai rejtelmek;1846;1846;;texts/HU07552.xml;192692;Hungarian;https://viaf.org/viaf/29522559;male;1813;1864;long;1840-1859;ELTeC-hun;1846;2009-11-04;1906;Magyar Elektronikus Könyvtárért Egyesület;;;;low;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07629;Podmaniczky, Frigyes;Az alföldi vadászok tanyája;1854;1854;;texts/HU07629.xml;52303;Hungarian;https://viaf.org/viaf/25795116;male;1824;1907;medium;1840-1859;ELTeC-hun;1854;2009-11-23;1906;Magyar Elektronikus Könyvtárért Egyesület;;;;low;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07693;Degré, Alajos;A száműzött leánya;1861;1861;;texts/HU07693.xml;54332;Hungarian;https://viaf.org/viaf/25034532;male;1819;1896;medium;1860-1879;ELTeC-hun;1861;2009-12-04;1906;Magyar Elektronikus Könyvtárért Egyesület;;;;low;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07694;Toldy, István;Anatole;1872;1872;;texts/HU07694.xml;47843;Hungarian;https://viaf.org/viaf/56032353;male;1844;1879;short;1860-1879;ELTeC-hun;1872;2009-12-07;1906;Magyar Elektronikus Könyvtárért Egyesület;;;;low;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07703;Vadnai, Károly;A kis tündér;1860;1860;;texts/HU07703.xml;60854;Hungarian;https://viaf.org/viaf/120125275;male;1832;1902;medium;1860-1879;ELTeC-hun;1860;2009-12-08;1904;Magyar Elektronikus Könyvtárért Egyesület;;;;low;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07718;Beöthy, Zsolt;Kálozdy Béla;1875;1875;;texts/HU07718.xml;149978;Hungarian;https://viaf.org/viaf/73093732;male;1791;1860;long;1860-1879;ELTeC-hun;1875;2009-12-10;1908;Magyar Elektronikus Könyvtárért Egyesület;;;;low;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU07729;Wohl, Stefánia;Aranyfüst;1887;1887;;texts/HU07729.xml;111763;Hungarian;https://viaf.org/viaf/121454816;female;1848;1889;long;1880-1899;ELTeC-hun;1887;2004-09-01;1907;Magyar Elektronikus Könyvtárért Egyesület;;;;low;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU08163;Fáy, András;Jávor orvos és szolgája, Bakator Ambrus: Szeszélyes regény;1855;1855;;texts/HU08163.xml;52587;Hungarian;https://viaf.org/viaf/17278550;male;1786;1864;medium;1840-1859;ELTeC-hun;1855;2010-04-07;;;;;;low;69;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU08358;Benedek, Elek;Édes anyaföldem! :  Egy nép s egy ember története;1920;1920;;texts/HU08358.xml;151256;Hungarian;https://viaf.org/viaf/120201932;male;1859;1929;long;1900-1920;ELTeC-hun;1920;2010-06-08;;Magyar Elektronikus Könyvtárért Egyesület;;;;high;61;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU09105;Török, Gyula;A zöldköves gyűrű;1918;1918;;texts/HU09105.xml;84038;Hungarian;https://viaf.org/viaf/72194515;male;1888;1918;medium;1900-1920;ELTeC-hun;1918;2011-01-27;1973;Magyar Elektronikus Könyvtárért Egyesület;;;;high;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU10230;Jósika, Miklós;II. Rákóczi Ferencz;1852;1852;;texts/HU10230.xml;238192;Hungarian;https://viaf.org/viaf/1972047;male;1794;1865;long;1840-1859;ELTeC-hun;1852;2012-01-02;1909;Magyar Elektronikus Könyvtárért Egyesület;;;;unspecified;58;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU10428;Szomaházy, István;A csipkeverő leány;1920;1920;;texts/HU10428.xml;30933;Hungarian;https://viaf.org/viaf/73382097;male;1864;1927;short;1900-1920;ELTeC-hun;1920;2012-03-02;1921;Magyar Elektronikus Könyvtárért Egyesület;;;;low;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU11129;Andor, Mária;Bébike memoárjai : Egy kis kutya önéletrajza;1918;1918;;texts/HU11129.xml;47151;Hungarian;;female;1890;1960;short;1900-1920;ELTeC-hun;1918;2012-11-09;1918;Magyar Elektronikus Könyvtárért Egyesület;;;;low;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU11795;Ágai, Adolf;Rontó Pál viselt dolgai vizen és szárazon;1912;1912;;texts/HU11795.xml;41719;Hungarian;https://viaf.org/viaf/19711540;male;1836;1916;short;1900-1920;ELTeC-hun;1912;2013-07-18;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;76;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU11968;Donászy, Ferenc;Őserdőkön, tengereken;1894;1894;;texts/HU11968.xml;125772;Hungarian;https://viaf.org/viaf/1657716;male;1858;1923;long;1880-1899;ELTeC-hun;1894;2013-09-25;1907;Magyar Elektronikus Könyvtárért Egyesület;;;;low;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU12028;Abonyi, Árpád;A nagyasszony;1892;1892;;texts/HU12028.xml;23378;Hungarian;https://viaf.org/viaf/39125767;male;1865;1918;short;1880-1899;ELTeC-hun;1892;2013-10-11;1892;Magyar Elektronikus Könyvtárért Egyesület;;;;low;27;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU12359;Zigány, Árpád;A parasztkirály : Történeti regény a XVI. századból;1902;1902;print edition: 1902-1903;texts/HU12359.xml;62504;Hungarian;https://viaf.org/viaf/70701164;male;1865;1936;medium;1900-1920;ELTeC-hun;1902;2014-01-28;1903;Magyar Elektronikus Könyvtárért Egyesület;;;;low;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU12750;Bársony, István;A rab király szabadon : Fantasztikus állatregény;1903;1903;;texts/HU12750.xml;30756;Hungarian;https://viaf.org/viaf/84079235;male;1863;1924;short;1900-1920;ELTeC-hun;1903;2014-04-14;1921;Magyar Elektronikus Könyvtárért Egyesület;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU13316;Szemere, György;A Kont-eset :  Fantasztikus regény a XXI. századból;1911;1911;;texts/HU13316.xml;52170;Hungarian;https://viaf.org/viaf/121485073;male;1866;1952;medium;1900-1920;ELTeC-hun;1911;2014-09-25;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU13387;Gárdonyi, Géza;Egri csillagok: Bornemissza Gergely élete;1901;1901;;texts/HU13387.xml;138886;Hungarian;https://viaf.org/viaf/24643507;male;1863;1922;long;1900-1920;ELTeC-hun;1901;2014-10-17;1909;Magyar Elektronikus Könyvtárért Egyesület;;;;high;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU13445;Beöthy, László;Két leány és egy legény;1895;1895;;texts/HU13445.xml;29473;Hungarian;https://viaf.org/viaf/121409411;male;1826;1857;short;1880-1899;ELTeC-hun;1895;2014-11-04;1905;Magyar Elektronikus Könyvtárért Egyesület;;;;low;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU13462;Kövér, Ilma;Két világ közt;1897;1897;;texts/HU13462.xml;36087;Hungarian;https://viaf.org/viaf/121505002;female;1862;1928;short;1880-1899;ELTeC-hun;1897;2014-11-07;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU13606;Werner, Gyula;Forgách Simon : Rákóczi korabeli regény;1907;1907;;texts/HU13606.xml;121674;Hungarian;https://viaf.org/viaf/167135256;male;1862;1926;long;1900-1920;ELTeC-hun;1907;2014-12-16;1908;Magyar Elektronikus Könyvtárért Egyesület;;;;low;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU13802;Abonyi, Lajos;Magduska öröksége;1886;1886;;texts/HU13802.xml;52809;Hungarian;https://viaf.org/viaf/68652301;male;1833;1898;medium;1880-1899;ELTeC-hun;1886;2015-02-17;1903;Magyar Elektronikus Könyvtárért Egyesület;;;;low;53;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14125;Csiky, Gergely;Sisyphus munkája;1892;1892;;texts/HU14125.xml;26684;Hungarian;https://viaf.org/viaf/54198282;male;1842;1891;short;1880-1899;ELTeC-hun;1892;2015-05-27;1892;Magyar Elektronikus Könyvtárért Egyesület;;;;low;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14197;Szathmáry, Károly P.;A legszebb herczegnő : Történeti regény Mária Terézia korából;1888;1888;;texts/HU14197.xml;58893;Hungarian;https://viaf.org/viaf/57487056;male;1831;1891;medium;1880-1899;ELTeC-hun;1888;2015-09-09;1888;Magyar Elektronikus Könyvtárért Egyesület;;;;low;57;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14261;Pekár, Gyula;Lavina;1895;1895;;texts/HU14261.xml;23916;Hungarian;https://viaf.org/viaf/2057726;male;1867;1937;short;1880-1899;ELTeC-hun;1895;2015-09-15;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14315;Kupa, Árpád;Képzelt királyok : Történeti regény;1898;1898;;texts/HU14315.xml;66127;Hungarian;https://viaf.org/viaf/162003783;male;1858;1916;medium;1880-1899;ELTeC-hun;1898;2015-09-18;1898;Magyar Elektronikus Könyvtárért Egyesület;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14548;Ábrányi, Kornél;Régi és uj nemesek : Eredeti regény;1881;1881;;texts/HU14548.xml;58746;Hungarian;https://viaf.org/viaf/57808720;male;1849;1913;medium;1880-1899;ELTeC-hun;1881;2015-10-09;1896;Magyar Elektronikus Könyvtárért Egyesület;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14564;Herman, Ottóné;Kisvárosiak;1897;1897;;texts/HU14564.xml;27035;Hungarian;https://viaf.org/viaf/53161612;female;1856;1916;short;1880-1899;ELTeC-hun;1897;2015-10-14;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14664;Tolnai, Lajos;Életképek;1867;1867;;texts/HU14664.xml;50764;Hungarian;https://viaf.org/viaf/6903976;male;1837;1902;medium;1860-1879;ELTeC-hun;1867;2015-11-04;1867;Magyar Elektronikus Könyvtárért Egyesület;;;;low;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14689;Vértesi, Arnold;Előre;1895;1895;;texts/HU14689.xml;30470;Hungarian;https://viaf.org/viaf/121504813;male;1836;1911;short;1880-1899;ELTeC-hun;1895;2015-11-12;1900;Magyar Elektronikus Könyvtárért Egyesület;;;;low;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14745;Beniczkyné Bajza, Lenke;Két sziv harcza : Regény két kötetben;1866;1866;;texts/HU14745.xml;73249;Hungarian;https://viaf.org/viaf/20466121;female;1839;1905;medium;1860-1879;ELTeC-hun;1866;2015-11-26;1893;Magyar Elektronikus Könyvtárért Egyesület;;;;low;27;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU14769;Beniczkyné Bajza, Lenke;Itt és a jövő életben : Regény két kötetben;1878;1878;;texts/HU14769.xml;61512;Hungarian;https://viaf.org/viaf/20466121;female;1839;1905;medium;1860-1879;ELTeC-hun;1878;2015-12-02;1903;Magyar Elektronikus Könyvtárért Egyesület;;;;low;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16123;Malonyay, Dezső;Az utolsó: Regény három kötetben;1896;1896;;texts/HU16123.xml;94912;Hungarian;https://viaf.org/viaf/86172276;male;1866;1916;medium;1880-1899;ELTeC-hun;1896;2016-10-13;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16124;Bartók, Lajos;A szemfényvesztők;1896;1896;;texts/HU16124.xml;41351;Hungarian;https://viaf.org/viaf/121399672;male;1851;1902;short;1880-1899;ELTeC-hun;1896;2016-10-13;1896;Magyar Elektronikus Könyvtárért Egyesület;;;;low;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16127;Palotás, Fausztin;Salve Regina;1896;1896;;texts/HU16127.xml;27221;Hungarian;https://viaf.org/viaf/378155284786787061557;male;1855;1922;short;1880-1899;ELTeC-hun;1896;2016-10-14;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16243;Beksics, Gusztávné;A bukottak;1892;1892;;texts/HU16243.xml;29198;Hungarian;;female;1849;1903;short;1880-1899;ELTeC-hun;1892;2016-11-18;1893;Magyar Elektronikus Könyvtárért Egyesület;;;;high;43;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16328;Tábori, Róbert;Görbe hegyek országában;1891;1891;;texts/HU16328.xml;24832;Hungarian;https://viaf.org/viaf/73060469;male;1855;1906;short;1880-1899;ELTeC-hun;1891;2016-12-09;1904;Magyar Elektronikus Könyvtárért Egyesület;;;;low;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16344;Eötvös, Károly;A Bakony;1909;1909;;texts/HU16344.xml;123386;Hungarian;https://viaf.org/viaf/184888089;male;1842;1916;long;1900-1920;ELTeC-hun;1909;2016-12-14;1909;Magyar Elektronikus Könyvtárért Egyesület;;;;low;67;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16355;Kada, Elek;A darázs mérge;1893;1893;;texts/HU16355.xml;19404;Hungarian;https://viaf.org/viaf/121449348;male;1852;1913;short;1880-1899;ELTeC-hun;1893;2016-12-19;1893;Magyar Elektronikus Könyvtárért Egyesület;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16359;Prém, József;Félvér;1893;1893;;texts/HU16359.xml;34914;Hungarian;https://viaf.org/viaf/162597297;male;1850;1910;short;1880-1899;ELTeC-hun;1893;2016-12-19;1893;Magyar Elektronikus Könyvtárért Egyesület;;;;high;43;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16361;Boross, Mihály;Vagy idejében vagy soha;1856;1856;;texts/HU16361.xml;14135;Hungarian;https://viaf.org/viaf/121430064;male;1815;1899;short;1840-1859;ELTeC-hun;1856;2016-12-20;1856;Magyar Elektronikus Könyvtárért Egyesület;;;;low;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16529;Ábrahám, Ernő;Csillagok a Tiszában;1914;1914;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/HU16529.xml;51818;Hungarian;https://viaf.org/viaf/5289705;male;1882;1945;medium;1900-1920;ELTeC-hun;1914;2017-02-06;1917;Magyar Elektronikus Könyvtárért Egyesület;;;;low;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16600;Lovik, Károly;Az arany polgár;1908;1908;;texts/HU16600.xml;31026;Hungarian;https://viaf.org/viaf/121536328;male;1874;1915;short;1900-1920;ELTeC-hun;1908;2017-02-23;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16672;Kovács, József;Egy magyar amazon;1869;1869;;texts/HU16672.xml;22875;Hungarian;https://viaf.org/viaf/221085154;male;1832;1897;short;1860-1879;ELTeC-hun;1869;2017-03-08;1869;Magyar Elektronikus Könyvtárért Egyesület;;;;low;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU16824;Ritoók, Emma;A nagy véletlen;1908;1908;;texts/HU16824.xml;47729;Hungarian;https://viaf.org/viaf/121446803;female;1868;1945;short;1900-1920;ELTeC-hun;1908;2017-05-03;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17048;Kabos, Ede;A jövő fészke;1908;1908;;texts/HU17048.xml;53753;Hungarian;https://viaf.org/viaf/51003824;male;1864;1923;medium;1900-1920;ELTeC-hun;1908;2017-07-10;1908;Magyar Elektronikus Könyvtárért Egyesület;;;;low;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17435;Tormay, Cécile;Bujdosó könyv;1920;1920;;texts/HU17435.xml;160251;Hungarian;https://viaf.org/viaf/49267950;female;1876;1937;long;1900-1920;ELTeC-hun;1920;2017-10-25;1939;Magyar Elektronikus Könyvtárért Egyesület;;;;high;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17606;Teleki, Sándorné;Tabu;1919;1919;;texts/HU17606.xml;57333;Hungarian;https://viaf.org/viaf/309595549;female;1864;1937;medium;1900-1920;ELTeC-hun;1919;2017-12-11;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;55;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17653;Czóbel, Minka;Két arany hajszál;1908;1908;;texts/HU17653.xml;36053;Hungarian;https://viaf.org/viaf/1344243;female;1855;1947;short;1900-1920;ELTeC-hun;1908;2018-01-01;1908;Magyar Elektronikus Könyvtárért Egyesület;;;;low;53;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17694;Lux, Terka;Amire születtünk;1906;1906;;texts/HU17694.xml;34961;Hungarian;https://viaf.org/viaf/121519574;female;1873;1938;short;1900-1920;ELTeC-hun;1906;2018-01-08;1906;Magyar Elektronikus Könyvtárért Egyesület;;;;low;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
HU17873;Jósika, Júlia;Az élet esélyei;1864;1864;;texts/HU17873.xml;28349;Hungarian;https://viaf.org/viaf/46218998;female;1813;1893;short;1860-1879;ELTeC-hun;1864;2018-02-23;;Magyar Elektronikus Könyvtárért Egyesület;;;;low;51;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
